,z,t,theta_train
1036,-9.0,0.384,0.36410272388522785
1037,-9.0,0.396,0.3695558899002635
1038,-9.0,0.408,0.3509526801385717
1039,-9.0,0.42,0.35246618539985247
1040,-9.0,0.43200000000000005,0.35182473055067504
1041,-9.0,0.444,0.3514509091180855
1042,-9.0,0.456,0.34987491312461316
1043,-9.0,0.46799999999999997,0.34818534491848313
1044,-9.0,0.48,0.35703285821394226
1045,-9.0,0.49200000000000005,0.35620643606847086
1046,-9.0,0.504,0.34965754863985643
1047,-9.0,0.516,0.33602609701046027
1048,-9.0,0.528,0.34656359794092945
1049,-9.0,0.54,0.34720779496275483
1050,-9.0,0.552,0.343442071376197
1051,-9.0,0.5640000000000001,0.3378876867575234
1052,-9.0,0.5760000000000001,0.3442130502651983
1053,-9.0,0.588,0.3403845345165183
1054,-9.0,0.6,0.32578698710925513
1055,-9.0,0.612,0.33945929871241076
1056,-9.0,0.624,0.34718984448520973
1057,-9.0,0.636,0.3330360164417059
1058,-9.0,0.648,0.3359160117929342
1059,-9.0,0.66,0.3423125796496539
1060,-9.0,0.672,0.3285760009129206
1061,-9.0,0.684,0.3384241346977951
1062,-9.0,0.6960000000000001,0.33405927428614446
1063,-9.0,0.708,0.3328860139413949
1064,-9.0,0.72,0.33417400243412415
1065,-9.0,0.732,0.3387486409093991
1066,-9.0,0.7440000000000001,0.33002898891506266
1067,-9.0,0.7559999999999999,0.3301804811306164
1068,-9.0,0.768,0.3343855576918654
1069,-9.0,0.78,0.3266885961617475
1070,-9.0,0.792,0.3239285223026788
1071,-9.0,0.804,0.3240191553506816
1072,-9.0,0.8160000000000001,0.3386383828994439
1073,-9.0,0.8280000000000001,0.3263338975454741
1074,-9.0,0.84,0.3316230407198418
1075,-9.0,0.852,0.32648292687984704
1076,-9.0,0.8640000000000001,0.3229135790043879
1077,-9.0,0.8759999999999999,0.328571555747081
1078,-9.0,0.888,0.318925662536585
1079,-9.0,0.9,0.32399182705742624
1080,-9.0,0.912,0.31997488221908477
1081,-9.0,0.924,0.317789041470795
1082,-9.0,0.9359999999999999,0.31615962567084727
1083,-9.0,0.948,0.31700636716126096
1084,-9.0,0.96,0.3193520063019736
1085,-9.0,0.972,0.31538795662202984
1086,-9.0,0.9840000000000001,0.3232421591617008
1087,-9.0,0.996,0.3115889632996517
1088,-9.0,1.008,0.3198626718959975
1089,-9.0,1.02,0.3247056071530586
1090,-9.0,1.032,0.3140211280968068
1091,-9.0,1.044,0.31927250403179525
1092,-9.0,1.056,0.322015410524778
1093,-9.0,1.068,0.32078618747076476
1094,-9.0,1.08,0.3137535994547664
1095,-9.0,1.092,0.3175626646603757
1096,-9.0,1.104,0.32563100174625315
1097,-9.0,1.1159999999999999,0.32544113682829323
1098,-9.0,1.128,0.3377467155852771
1099,-9.0,1.14,0.3348362364152602
1100,-9.0,1.152,0.3439076230935069
1101,-9.0,1.1640000000000001,0.35120976628204365
1102,-9.0,1.176,0.36045975101368255
1103,-9.0,1.188,0.36913754260899007
1104,-9.0,1.2,0.3653122857145555
1105,-9.0,1.212,0.3677607918561054
1106,-9.0,1.224,0.37872861326398444
1107,-9.0,1.236,0.38075828076951285
1108,-9.0,1.248,0.3890346774412097
1109,-9.0,1.26,0.39175603697267325
1110,-9.0,1.272,0.3852233771805231
1111,-9.0,1.284,0.39733070376582247
1112,-9.0,1.296,0.41181469284777134
1113,-9.0,1.308,0.40215867878435624
1114,-9.0,1.32,0.4155422065377328
1115,-9.0,1.3319999999999999,0.41118077021033284
1116,-9.0,1.344,0.4071143786427133
1117,-9.0,1.3559999999999999,0.4101648533810622
1118,-9.0,1.368,0.4159497071014082
1119,-9.0,1.38,0.41433961254136814
1120,-9.0,1.392,0.4177349494019263
1121,-9.0,1.404,0.4222833676958321
1122,-9.0,1.416,0.4185955168317221
1123,-9.0,1.4280000000000002,0.41963912640002754
1124,-9.0,1.44,0.4260679324485852
1125,-9.0,1.452,0.43481433100776323
1126,-9.0,1.464,0.42335090876334486
1127,-9.0,1.476,0.42675089592967685
