theta,psi,K
0.04530087,-1104.078619901981,0.00015999211
0.044496536,-1158.7773561550314,0.0001549353
0.04371044,-1216.186000646271,0.00015015712
0.042942017,-1276.4388088112391,0.00014563711
0.04219088,-1339.6766874258221,0.00014135719
0.04145652,-1406.047524129798,0.00013730042
0.040738642,-1475.7065332757754,0.00013345233
0.040036738,-1548.8166189123529,0.00012979833
0.03935054,-1625.5487557503454,0.00012632566
0.03867954,-1706.0823890029812,0.00012302274
0.038023382,-1790.6058540351482,0.000119878845
0.03738174,-1879.316816803111,0.00011688373
0.03675425,-1972.422736114684,0.00011402824
0.03614056,-2070.1413487908676,0.00011130364
0.035540283,-2172.7011788635655,0.00010870249
0.034953177,-2280.342072000225,0.000106217005
0.034378767,-2393.3157564051794,0.00010384053
