theta,psi,K
0.1200583,-1216.186000646271,6.083873e-05
0.11841768,-1276.4388088112391,5.573497e-05
0.11680311,-1339.6766874258221,5.1155865e-05
0.11521432,-1406.047524129798,4.704087e-05
0.11365089,-1475.7065332757754,4.333732e-05
0.11211246,-1548.8166189123529,3.999875e-05
0.110598624,-1625.5487557503454,3.698437e-05
0.109109074,-1706.0823890029812,3.4258523e-05
0.107643455,-1790.6058540351482,3.1789707e-05
0.10620138,-1879.316816803111,2.9550101e-05
0.10478252,-1972.422736114684,2.751529e-05
0.10338646,-2070.1413487908676,2.5663758e-05
0.10201293,-2172.7011788635655,2.3976318e-05
0.100661606,-2280.342072000225,2.2436134e-05
0.099332094,-2393.3157564051794,2.1028209e-05
