theta,psi,K
0.7279188,-0.06637430704018832,19185.22
0.7259171,-0.06966265141107417,18374.742
0.72389996,-0.07311390834833888,17589.29
0.7218674,-0.07673614893617887,16828.453
0.71981925,-0.08053784411990347,16091.9
0.7177557,-0.08452788451602562,15379.254
0.7156766,-0.08871560120379254,14690.137
0.71358204,-0.09311078754677929,14024.165
0.7114719,-0.09772372209557711,13380.944
0.7093464,-0.1025651926251366,12759.982
0.7072053,-0.10764652136297909,12160.992
0.7050488,-0.11297959146727514,11583.467
0.70287687,-0.11857687481671111,11026.975
0.70068944,-0.12445146117713335,10491.111
0.69848657,-0.1306170888131787,9975.407
0.69626844,-0.13708817661647962,9479.438
0.6940349,-0.1438798578255785,9002.735
0.691786,-0.15100801541640843,8544.845
0.68952185,-0.1584893192461046,8105.325
0.6872425,-0.16634126503700983,7683.685
0.6849479,-0.17458221529204287,7279.4863
0.6826382,-0.18323144223711324,6892.25
0.68031347,-0.1923091728910075,6521.538
0.6779736,-0.2018366363681473,6166.8535
0.67561895,-0.2118361135248409,5827.7617
0.6732493,-0.22233098906513052,5503.7817
0.6708649,-0.23334580622808995,5194.472
0.66846573,-0.24490632418446365,4899.3633
0.6660519,-0.2570395782768749,4618.002
0.6636235,-0.2697739432444799,4349.944
0.6611807,-0.2831391995799251,4094.7346
0.6587235,-0.2971666031737892,3851.9443
0.656252,-0.3118889584093795,3621.125
0.6537664,-0.3273406948788232,3401.8552
0.6512667,-0.34355794789985883,3193.706
0.64875305,-0.3605786430216258,2996.2632
0.6462256,-0.37844258471707576,2809.1162
0.6436845,-0.3971915494694218,2631.858
0.64112985,-0.4168693834703159,2464.0925
0.6385617,-0.4375221051582315,2305.431
0.63598037,-0.4591980128368469,2155.4988
0.63338584,-0.4819477976251045,2013.9186
0.63077843,-0.50582466200309,1880.3302
0.6281581,-0.5308844442309629,1754.3812
0.6255252,-0.5571857489319031,1635.7233
0.6228797,-0.5847900841444525,1524.025
0.620222,-0.6137620051647644,1418.96
0.61755204,-0.6441692655151459,1320.2079
0.6148702,-0.6760829753919487,1227.4683
0.61217654,-0.7095777679633539,1140.44
0.6094713,-0.7447319739059522,1058.8363
0.6067547,-0.781627804588291,982.37836
0.604027,-0.8203515443297774,910.80273
0.6012882,-0.8609937521845576,843.8479
0.5985387,-0.9036494737222561,781.2643
0.5957786,-0.9484184633008493,722.816
0.5930082,-0.9954054173514766,668.2721
0.5902278,-1.044720219220747,617.41144
0.5874374,-1.0964781961431291,570.025
0.58463746,-1.1508003889443768,525.90845
0.5818281,-1.207813835106718,484.8707
0.5790096,-1.26765186585778,446.72665
0.57618225,-1.330454417978022,411.29962
0.5733462,-1.3963683610558648,378.42303
0.5705018,-1.465547840955835,347.93692
0.5676493,-1.538154640302954,319.68997
0.56478894,-1.6143585568264012,293.53778
0.561921,-1.6943378004472387,269.34485
0.5590458,-1.7782794100388282,246.98141
0.55616355,-1.8663796908345702,226.32506
0.5532746,-1.9588446735058849,207.26036
0.55037916,-2.0558905959840312,189.67792
0.54747754,-2.1577444091525497,173.47533
0.5445701,-2.264644307592937,158.55531
0.5416571,-2.376840286624747,144.82689
0.5387388,-2.494594726942818,132.20428
0.53581554,-2.6181830082188418,120.60704
0.53288764,-2.7478941531022456,109.95968
0.5299554,-2.8840315031264465,100.19168
0.5270191,-3.0269134281011376,91.236885
0.5240791,-3.1768740706495935,83.033356
0.5211357,-3.334264127632163,75.52353
0.5181892,-3.4994516702833764,68.653564
0.51523995,-3.6728230049806396,62.373295
0.5122883,-3.8547835766575,56.63598
0.5093345,-4.045758916974197,51.39837
0.5063789,-4.246195639462886,46.620075
0.50342184,-4.4565624839747775,42.263706
0.5004637,-4.6773514128717135,38.294594
0.49750477,-4.909078761525748,34.68061
0.49454537,-5.152286445817267,31.392096
0.49158585,-5.407543229455494,28.401567
0.4886265,-5.675446054085141,25.683718
0.48566774,-5.956621435289756,23.215158
0.48270983,-6.251726927756491,20.974342
0.47975314,-6.561452663028668,18.941446
0.476798,-6.886522963442354,17.098219
0.4738447,-7.227698036021274,15.427891
0.47089365,-7.585775750291386,13.915057
0.46794513,-7.961593504172711,12.545615
0.4649995,-8.35603018231198,11.306614
0.46205705,-8.770008211435819,10.186191
0.4591182,-9.204495717531158,9.173513
0.45618317,-9.660508789897548,8.258644
0.45325235,-10.139113857366178,7.4325385
0.45032606,-10.64143018224251,6.6869144
0.4474046,-11.168632477804927,6.0142355
0.44448832,-11.721953655480585,5.407629
0.44157752,-12.302687708123056,4.8608255
0.43867257,-12.912192736134543,4.368137
0.4357737,-13.551894123509518,3.9243724
0.4328813,-14.223287871227312,3.5248318
0.42999563,-14.927944095789028,3.1652315
0.42711702,-15.667510701080507,2.8416958
0.42424574,-16.44371723214828,2.550706
0.42138216,-17.258378919900945,2.2890694
0.41852653,-18.113400926194878,2.0539002
0.41567913,-19.01078279923179,1.8425812
0.41284028,-19.952623149687522,1.6527486
0.41001025,-20.941124558507585,1.4822615
0.4071893,-21.978598727846837,1.3291881
0.4043778,-23.067471887199204,1.1917828
0.40157592,-24.210290467360217,1.068469
0.39878398,-25.409727055491402,0.957826
0.3960022,-26.66858664521306,0.8585706
0.39323094,-27.9898131963418,0.7695481
0.39047036,-29.376496519613383,0.68971676
0.3877207,-30.831879502491518,0.61813915
0.38498235,-32.359365692960694,0.5539716
0.38225538,-33.962527259038595,0.49645436
0.3795401,-35.64511334262206,0.4449046
0.37683672,-37.411058827202844,0.39870813
0.37414554,-39.264493539957364,0.35731313
0.37146664,-41.20975190973026,0.32022327
0.3688004,-43.251383103497965,0.28699338
0.36614692,-45.39416166501726,0.2572237
0.36350647,-47.64309868053835,0.23055482
0.36087918,-50.00345349769446,0.2066649
0.35826528,-52.48074602497369,0.18526477
0.35566497,-55.08076964053658,0.16609527
0.35307837,-57.80960474056785,0.14892372
0.35050574,-60.67363295884637,0.13354202
0.34794724,-63.67955209078719,0.11976319
0.345403,-66.83439175685685,0.107419886
0.34287316,-70.14552984199226,0.09636191
0.34035793,-73.62070974946849,0.08645514
0.33785743,-77.26805850956484,0.07757913
0.3353718,-81.0961057853784,0.06962596
0.33290118,-85.11380382023167,0.062499236
0.3304457,-89.33054837332324,0.05611245
0.32800543,-93.7562006925814,0.05038815
0.32558066,-98.4011105761064,0.045257162
0.32317135,-103.2761405761324,0.040657405
0.3207776,-108.39269140211263,0.036533356
0.3183996,-113.76272858233496,0.03283525
0.31603742,-119.39881044641876,0.029518722
0.31369114,-125.31411749413259,0.02654388
0.31136084,-131.52248321921437,0.023875102
0.3090466,-138.03842646027852,0.021480462
0.30674848,-144.87718535446564,0.019331472
0.3044666,-152.0547529732385,0.017402535
0.30220097,-159.5879147236616,0.015670784
0.2999517,-167.4942876026315,0.0141157545
0.29771882,-175.79236139585637,0.012719109
0.29550236,-184.5015419179338,0.011464438
0.29330242,-193.64219639464642,0.0103370575
0.29111898,-203.23570109360713,0.009323812
0.28895205,-213.3044913146418,0.008412929
0.28680176,-223.8721138568173,0.0075938473
0.28466803,-234.9632820848132,0.006857134
0.282551,-246.60393372341545,0.006194325
0.28045052,-258.8212915152897,0.0055978335
0.27836674,-271.6439268838878,0.0050608874
0.27629966,-285.1018267503694,0.004577388
0.27424917,-299.22646366079624,0.0041418835
0.27221537,-314.0508693875979,0.0037494972
0.27019823,-329.60971217743264,0.0033958354
0.26819772,-345.93937782609555,0.003076981
0.26621383,-363.07805477007355,0.0027894021
0.26424652,-381.0658233937438,0.00252995
0.26229584,-399.9447497610667,0.0022957856
0.2603617,-419.75898399097514,0.0020843726
0.25844407,-440.5548635065192,0.0018934208
0.25654298,-462.3810213992244,0.0017208919
0.25465834,-485.28850016208327,0.0015649433
0.25279015,-509.33087105715566,0.0014239246
0.25093818,-534.5643593969298,0.0012963576
0.24910268,-561.0479760324265,0.0011809096
0.24728343,-588.8436553555426,0.0010763841
0.24548033,-618.0164001383671,0.0009817043
0.24369344,-648.6344335481871,0.0008959074
0.24192274,-680.7693586936874,0.00081812317
0.240168,-714.4963260754565,0.0007475702
0.23842928,-749.894209332396,0.000683547
0.23670644,-787.0457896950358,0.0006254188
0.23499945,-826.0379495771125,0.0005726187
0.23330823,-866.9618757581469,0.000524634
0.23163274,-909.9132726321782,0.00048100165
0.22997287,-954.9925860213588,0.00044130732
0.22832856,-1002.3052380778205,0.00040517593
0.22669971,-1051.9618738231375,0.0003722705
0.22508624,-1104.078619901981,0.00034228608
0.223488,-1158.7773561550314,0.00031494838
0.22190505,-1216.186000646271,0.00029000908
0.22033721,-1276.4388088112391,0.00026724505
0.21878442,-1339.6766874258221,0.00024645447
0.21724659,-1406.047524129798,0.00022745515
0.21572357,-1475.7065332757754,0.00021008236
0.21421534,-1548.8166189123529,0.00019418697
0.2127218,-1625.5487557503454,0.00017963437
0.2112428,-1706.0823890029812,0.00016630314
0.20977831,-1790.6058540351482,0.00015408332
0.20832813,-1879.316816803111,0.00014287487
0.20689225,-1972.422736114684,0.00013258742
0.20547056,-2070.1413487908676,0.00012313953
0.204063,-2172.7011788635655,0.000114456634
0.2026693,-2280.342072000225,0.00010647197
0.20128947,-2393.3157564051794,9.9124365e-05
